Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Jayden Bogle,eng ENG,DF,25,6,6,524.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,18.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,Leeds-United
Sean Longstaff,eng ENG,MF,27,6,4,386.0,4.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.2,0.0,8.0,8.0,0.23,0.23,0.47,0.23,0.47,0.05,0.23,0.28,0.05,0.28,Matches,Leeds-United
Ethan Ampadu,wls WAL,MF,25,4,4,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Brenden Aaronson,us USA,FW,24,6,3,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.7,1.3,5.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.18,0.19,0.36,0.18,0.36,Matches,Leeds-United
Karl Darlow,wls WAL,GK,34,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Lucas Perri,br BRA,GK,27,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Dominic Calvert-Lewin,eng ENG,FW,28,4,3,267.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.1,1.4,4.0,5.0,10.0,0.34,0.0,0.34,0.34,0.34,0.41,0.05,0.46,0.41,0.46,Matches,Leeds-United
Noah Okafor,ch SUI,FW,25,4,3,228.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,5.0,9.0,15.0,0.39,0.0,0.39,0.39,0.39,0.15,0.11,0.26,0.15,0.26,Matches,Leeds-United
Daniel James,wls WAL,FW,27,4,3,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,8.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.18,0.12,0.3,0.18,0.3,Matches,Leeds-United
Wilfried Gnonto,it ITA,FW,21,4,3,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,4.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches,Leeds-United
Ilia Gruev,bg BUL,MF,25,4,2,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Ao Tanaka,jp JPN,MF,27,4,2,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.12,0.05,0.12,Matches,Leeds-United
Joël Piroe,nl NED,FW,26,2,2,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Leeds-United
Lukas Nmecha,de GER,FW,26,6,1,139.0,1.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9,0.2,0.0,0.2,1.0,1.0,7.0,0.65,0.0,0.65,0.0,0.0,0.58,0.0,0.58,0.11,0.11,Matches,Leeds-United
Jack Harrison,eng ENG,FW,28,5,0,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,6.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Leeds-United
James Justin,eng ENG,DF,27,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Sam Byram,eng ENG,DF,32,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Jaka Bijol,si SVN,"DF,MF",26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Sebastiaan Bornauw,be BEL,DF,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Harry Gray,eng ENG,FW,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Illan Meslier,fr FRA,GK,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Largie Ramazani,be BEL,"FW,MF",24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Squad Total,,,26,6,66,540.0,6.0,6.0,2.0,8.0,5.0,1.0,1.0,8.0,0.0,5.9,5.2,4.0,9.2,82.0,162.0,159.0,1.0,0.33,1.33,0.83,1.17,0.99,0.66,1.66,0.87,1.54,,Leeds-United
Opponent Total,,,26,6,66,540.0,6.0,8.0,6.0,14.0,7.0,1.0,1.0,7.0,0.0,7.3,6.5,4.7,11.2,110.0,253.0,250.0,1.33,1.0,2.33,1.17,2.17,1.22,0.78,1.99,1.09,1.86,,Leeds-United
Nathan Collins,ie IRL,DF,24,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.7,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Matches,Brentford
Sepp van den Berg,nl NED,DF,23,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,Brentford
Caoimhín Kelleher,ie IRL,GK,26,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford
Yehor Yarmoliuk,ua UKR,MF,21,6,6,528.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,7.0,17.0,3.0,0.0,0.17,0.17,0.0,0.17,0.04,0.03,0.07,0.04,0.07,Matches,Brentford
Michael Kayode,it ITA,DF,21,6,6,526.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,9.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Brentford
Thiago,br BRA,FW,24,6,6,495.0,5.5,4.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,1.3,1.1,2.3,4.0,6.0,13.0,0.73,0.0,0.73,0.55,0.55,0.37,0.2,0.57,0.23,0.42,Matches,Brentford
Kevin Schade,de GER,FW,23,6,5,482.0,5.4,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.7,0.9,0.6,1.5,10.0,2.0,17.0,0.19,0.0,0.19,0.19,0.19,0.32,0.11,0.43,0.17,0.28,Matches,Brentford
Jordan Henderson,eng ENG,MF,35,6,5,403.0,4.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,20.0,2.0,0.0,0.45,0.45,0.0,0.45,0.01,0.1,0.11,0.01,0.11,Matches,Brentford
Keane Lewis-Potter,eng ENG,"DF,FW",24,6,5,399.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,5.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Brentford
Mikkel Damsgaard,dk DEN,MF,25,4,4,346.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.7,8.0,18.0,14.0,0.26,0.0,0.26,0.26,0.26,0.06,0.11,0.17,0.06,0.17,Matches,Brentford
Dango Ouattara,bf BFA,FW,23,5,3,291.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.2,1.6,9.0,1.0,20.0,0.31,0.0,0.31,0.31,0.31,0.43,0.07,0.5,0.43,0.5,Matches,Brentford
Ethan Pinnock,jm JAM,DF,32,2,2,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford
Mathias Jensen,dk DEN,MF,29,4,2,153.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,2.0,11.0,2.0,0.59,0.0,0.59,0.59,0.59,0.13,0.11,0.24,0.13,0.24,Matches,Brentford
Rico Henry,eng ENG,DF,28,6,1,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.3,12.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.13,0.07,0.13,Matches,Brentford
Aaron Hickey,sct SCO,DF,23,4,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford
Fabio Carvalho,pt POR,"FW,MF",23,4,1,96.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,2.0,2.0,5.0,0.94,0.0,0.94,0.94,0.94,0.66,0.0,0.66,0.66,0.66,Matches,Brentford
Antoni Milambo,nl NED,MF,20,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford
Frank Onyeka,ng NGA,MF,27,4,0,74.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,2.0,1.0,0.0,1.22,1.22,0.0,1.22,0.0,0.15,0.15,0.0,0.15,Matches,Brentford
Kristoffer Ajer,no NOR,DF,27,3,0,31.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,0.0,6.0,0.0,0.0,2.9,2.9,0.0,2.9,0.27,1.95,2.22,0.27,2.22,Matches,Brentford
Vitaly Janelt,de GER,MF,27,2,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Brentford
Benjamin Arthur,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Reiss Nelson,eng ENG,"FW,MF",25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Myles Peart-Harris,eng ENG,MF,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Mads Roerslev,dk DEN,"DF,MF",26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Hákon Valdimarsson,is ISL,GK,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Squad Total,,,25,6,66,540.0,6.0,9.0,5.0,14.0,8.0,1.0,2.0,11.0,0.0,7.7,6.2,5.0,11.2,78.0,140.0,137.0,1.5,0.83,2.33,1.33,2.17,1.28,0.83,2.11,1.03,1.86,,Brentford
Opponent Total,,,26,6,66,540.0,6.0,10.0,6.0,16.0,9.0,1.0,2.0,14.0,0.0,8.8,7.3,5.6,12.8,120.0,242.0,238.0,1.67,1.0,2.67,1.5,2.5,1.47,0.93,2.4,1.21,2.14,,Brentford
Altay Bayındır,tr TUR,GK,27,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Manchester-United
Matthijs de Ligt,nl NED,DF,26,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,3.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.16,0.08,0.16,Matches,Manchester-United
Bruno Fernandes,pt POR,MF,31,6,6,536.0,6.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,3.5,1.2,1.3,2.4,10.0,53.0,16.0,0.34,0.0,0.34,0.17,0.17,0.59,0.21,0.81,0.2,0.41,Matches,Manchester-United
Bryan Mbeumo,cm CMR,MF,26,6,6,519.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,1.4,3.3,19.0,14.0,56.0,0.17,0.0,0.17,0.17,0.17,0.32,0.25,0.57,0.32,0.57,Matches,Manchester-United
Luke Shaw,eng ENG,DF,30,6,6,515.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,8.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches,Manchester-United
Patrick Dorgu,dk DEN,DF,20,5,5,444.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.8,1.0,16.0,7.0,40.0,0.0,0.2,0.2,0.0,0.2,0.05,0.16,0.21,0.05,0.21,Matches,Manchester-United
Leny Yoro,fr FRA,DF,19,6,4,367.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,5.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Manchester-United
Amad Diallo,ci CIV,"DF,MF",23,5,4,357.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,2.0,21.0,16.0,31.0,0.0,0.0,0.0,0.0,0.0,0.32,0.18,0.5,0.32,0.5,Matches,Manchester-United
Matheus Cunha,br BRA,"FW,MF",26,5,4,326.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.2,12.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.26,0.07,0.32,0.26,0.32,Matches,Manchester-United
Casemiro,br BRA,MF,33,5,4,242.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.2,1.2,0.0,15.0,4.0,0.37,0.0,0.37,0.37,0.37,0.36,0.08,0.44,0.36,0.44,Matches,Manchester-United
Benjamin Šeško,si SVN,FW,22,6,3,297.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.1,1.4,2.0,3.0,16.0,0.3,0.0,0.3,0.3,0.3,0.39,0.03,0.43,0.39,0.43,Matches,Manchester-United
Diogo Dalot,pt POR,DF,26,4,3,273.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,11.0,8.0,25.0,0.0,0.33,0.33,0.0,0.33,0.0,0.31,0.31,0.0,0.31,Matches,Manchester-United
Mason Mount,eng ENG,MF,26,5,3,208.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,3.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.25,0.08,0.25,Matches,Manchester-United
Manuel Ugarte,uy URU,MF,24,5,2,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Manchester-United
Harry Maguire,eng ENG,DF,32,5,2,178.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,1.0,8.0,2.0,0.0,0.51,0.51,0.0,0.51,0.12,0.18,0.3,0.12,0.3,Matches,Manchester-United
Noussair Mazraoui,ma MAR,DF,27,3,2,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-United
Kobbie Mainoo,eng ENG,MF,20,4,0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.12,0.18,0.06,0.18,Matches,Manchester-United
Joshua Zirkzee,nl NED,"FW,MF",24,3,0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.9,0.05,0.96,0.9,0.96,Matches,Manchester-United
Ayden Heaven,eng ENG,DF,19,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-United
Tyler Fredricson,eng ENG,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
Tom Heaton,eng ENG,GK,39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
Senne Lammens,be BEL,GK,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
Diego León,py PAR,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
André Onana,cm CMR,GK,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
Squad Total,,,26,6,66,540.0,6.0,5.0,3.0,8.0,4.0,1.0,3.0,7.0,1.0,11.8,9.4,7.2,16.6,126.0,255.0,254.0,0.83,0.5,1.33,0.67,1.17,1.96,1.2,3.17,1.57,2.77,,Manchester-United
Opponent Total,,,26,6,66,540.0,6.0,11.0,8.0,19.0,11.0,0.0,0.0,17.0,1.0,9.2,9.2,6.8,16.0,85.0,178.0,173.0,1.83,1.33,3.17,1.83,3.17,1.53,1.13,2.67,1.53,2.67,,Manchester-United
Dan Burn,eng ENG,DF,33,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,1.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Newcastle-United
Nick Pope,eng ENG,GK,33,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle-United
Valentino Livramento,eng ENG,DF,22,6,6,526.0,5.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,14.0,24.0,38.0,0.0,0.17,0.17,0.0,0.17,0.0,0.03,0.03,0.0,0.03,Matches,Newcastle-United
Sandro Tonali,it ITA,MF,25,6,6,515.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.1,1.4,14.0,42.0,11.0,0.0,0.17,0.17,0.0,0.17,0.05,0.2,0.25,0.05,0.25,Matches,Newcastle-United
Bruno Guimarães,br BRA,MF,27,5,5,450.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.5,3.0,28.0,13.0,0.2,0.0,0.2,0.2,0.2,0.05,0.04,0.09,0.05,0.09,Matches,Newcastle-United
Fabian Schär,ch SUI,DF,33,4,4,350.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,Newcastle-United
Kieran Trippier,eng ENG,DF,35,5,4,339.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,4.0,32.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,Newcastle-United
Joelinton,br BRA,MF,29,4,4,310.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.7,0.8,6.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.21,0.24,0.02,0.24,Matches,Newcastle-United
Jacob Murphy,eng ENG,"FW,MF",30,5,4,290.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.2,1.3,7.0,8.0,35.0,0.0,0.31,0.31,0.0,0.31,0.36,0.05,0.41,0.36,0.41,Matches,Newcastle-United
Harvey Barnes,eng ENG,"FW,MF",27,6,3,296.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,1.0,14.0,16.0,30.0,0.0,0.0,0.0,0.0,0.0,0.11,0.2,0.32,0.11,0.32,Matches,Newcastle-United
Sven Botman,nl NED,DF,25,4,3,248.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Newcastle-United
Nick Woltemade,de GER,FW,23,3,3,213.0,2.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,2.0,2.0,11.0,0.85,0.0,0.85,0.85,0.85,0.24,0.01,0.25,0.24,0.25,Matches,Newcastle-United
Anthony Gordon,eng ENG,FW,24,3,3,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,0.1,1.2,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.51,0.05,0.56,0.51,0.56,Matches,Newcastle-United
Anthony Elanga,se SWE,"FW,MF",23,6,2,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,9.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.21,0.1,0.31,0.21,0.31,Matches,Newcastle-United
Malick Thiaw,de GER,DF,24,3,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Newcastle-United
Lewis Miley,eng ENG,MF,19,4,1,168.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,Newcastle-United
William Osula,dk DEN,FW,22,6,1,163.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,1.0,1.0,10.0,0.55,0.0,0.55,0.55,0.55,0.22,0.04,0.27,0.22,0.27,Matches,Newcastle-United
Lewis Hall,eng ENG,DF,21,3,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Newcastle-United
Joe Willock,eng ENG,MF,26,2,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Newcastle-United
Jacob Ramsey,eng ENG,MF,24,2,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.42,0.46,0.04,0.46,Matches,Newcastle-United
Jamaal Lascelles,eng ENG,DF,31,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,Newcastle-United
Emil Krafth,se SWE,DF,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United
Aaron Ramsdale,eng ENG,GK,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United
Park Seungsoo,kr KOR,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United
Squad Total,,,27,6,66,540.0,6.0,4.0,3.0,7.0,4.0,0.0,0.0,8.0,1.0,5.2,5.2,4.5,9.7,93.0,237.0,233.0,0.67,0.5,1.17,0.67,1.17,0.87,0.75,1.62,0.87,1.62,,Newcastle-United
Opponent Total,,,26,6,66,540.0,6.0,5.0,5.0,10.0,5.0,0.0,0.0,12.0,1.0,4.5,4.5,3.8,8.3,76.0,217.0,215.0,0.83,0.83,1.67,0.83,1.67,0.75,0.63,1.38,0.75,1.38,,Newcastle-United
Ollie Watkins,eng ENG,FW,29,6,6,532.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.4,1.8,9.0,6.0,34.0,0.17,0.0,0.17,0.17,0.17,0.23,0.06,0.3,0.23,0.3,Matches,Aston-Villa
Morgan Rogers,eng ENG,"FW,MF",23,6,6,531.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.1,10.0,18.0,36.0,0.0,0.17,0.17,0.0,0.17,0.04,0.15,0.19,0.04,0.19,Matches,Aston-Villa
Matty Cash,pl POL,DF,28,6,6,523.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,10.0,24.0,31.0,0.17,0.0,0.17,0.17,0.17,0.01,0.07,0.08,0.01,0.08,Matches,Aston-Villa
Tyrone Mings,eng ENG,DF,32,6,6,481.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,1.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Aston-Villa
